=== Word number is 600

=== Unique word number is 223
   34. (  1) 3T # whatever
   44. (  1) xx # carriage
   68. (  1) xx # encounters
   88. (  1) xx # substituted
  106. (  1) xx # oblivious
  120. (  1) 3T # pipe
  127. (  2) xT # pipes
  155. (  1) xx # interleaved
  167. (  1) xx # bracketed
  176. (  1) 3T # entirely
  196. (  1) xx # untouched
  204. (  1) xT # overhead
  217. (  1) xx # shielded
  221. (  1) xx # invoked

=== Unknown word number is 14

